"Gender","Age Groups","Date","Veterans"
"Male","65-69","9/30/2014"," 23,242"
"Male","70-74","9/30/2014"," 14,769"
"Male","75-79","9/30/2014"," 10,975"
"Male","80-84","9/30/2014"," 9,618"
"Male","85+","9/30/2014"," 8,999"
"Male","20 <","9/30/2014"," 162"
"Male","20-24","9/30/2014"," 4,761"
"Male","25-29","9/30/2014"," 20,089"
"Male","30-34","9/30/2014"," 30,349"
"Male","35-39","9/30/2014"," 27,264"
"Male","40-44","9/30/2014"," 33,245"
"Male","45-49","9/30/2014"," 44,144"
"Male","50-54","9/30/2014"," 56,145"
"Male","55-59","9/30/2014"," 61,278"
"Male","60-64","9/30/2014"," 72,387"
"Male","65-69","9/30/2014"," 125,166"
"Male","70-74","9/30/2014"," 88,367"
"Male","75-79","9/30/2014"," 72,961"
"Male","80-84","9/30/2014"," 69,128"
"Male","85+","9/30/2014"," 69,487"
"Male","20 <","9/30/2014"," 142"
"Male","20-24","9/30/2014"," 5,302"
"Male","25-29","9/30/2014"," 20,336"
"Male","30-34","9/30/2014"," 28,893"
"Male","35-39","9/30/2014"," 28,883"
"Male","40-44","9/30/2014"," 39,620"
"Male","45-49","9/30/2014"," 50,595"
"Male","50-54","9/30/2014"," 59,992"
"Male","55-59","9/30/2014"," 62,451"
"Male","60-64","9/30/2014"," 66,822"
"Male","65-69","9/30/2014"," 105,557"
"Male","70-74","9/30/2014"," 68,291"
"Male","75-79","9/30/2014"," 51,962"
"Male","80-84","9/30/2014"," 45,853"
"Male","85+","9/30/2014"," 40,795"
"Male","20 <","9/30/2014"," 5"
"Male","20-24","9/30/2014"," 538"
"Male","25-29","9/30/2014"," 2,464"
"Male","30-34","9/30/2014"," 3,548"
"Male","35-39","9/30/2014"," 2,934"
"Male","40-44","9/30/2014"," 3,155"
"Male","45-49","9/30/2014"," 3,485"
"Male","50-54","9/30/2014"," 3,681"
"Male","55-59","9/30/2014"," 3,971"
"Male","60-64","9/30/2014"," 4,648"
"Male","65-69","9/30/2014"," 7,432"
"Male","70-74","9/30/2014"," 4,724"
"Male","75-79","9/30/2014"," 3,506"
"Male","80-84","9/30/2014"," 3,134"
"Male","85+","9/30/2014"," 2,940"
"Male","20 <","9/30/2014"," 169"
"Male","20-24","9/30/2014"," 4,656"
"Male","25-29","9/30/2014"," 18,365"
"Male","30-34","9/30/2014"," 27,679"
"Male","35-39","9/30/2014"," 28,181"
"Male","40-44","9/30/2014"," 38,726"
"Male","45-49","9/30/2014"," 50,062"
"Male","50-54","9/30/2014"," 60,327"
"Male","55-59","9/30/2014"," 66,764"
"Male","60-64","9/30/2014"," 79,940"
"Male","65-69","9/30/2014"," 134,991"
"Male","70-74","9/30/2014"," 89,728"
"Male","75-79","9/30/2014"," 69,208"
"Male","80-84","9/30/2014"," 61,501"
"Male","85+","9/30/2014"," 53,879"
"Male","20 <","9/30/2014"," 51"
"Male","20-24","9/30/2014"," 2,316"
"Male","25-29","9/30/2014"," 9,330"
"Male","30-34","9/30/2014"," 14,456"
"Male","35-39","9/30/2014"," 14,247"
"Male","40-44","9/30/2014"," 17,624"
"Male","45-49","9/30/2014"," 20,519"
"Male","50-54","9/30/2014"," 24,051"
"Male","55-59","9/30/2014"," 26,464"
"Male","60-64","9/30/2014"," 29,921"
"Male","65-69","9/30/2014"," 48,672"
"Male","70-74","9/30/2014"," 31,281"
"Male","75-79","9/30/2014"," 23,270"
"Male","80-84","9/30/2014"," 20,353"
"Male","85+","9/30/2014"," 18,615"
"Male","20 <","9/30/2014"," 40"
"Male","20-24","9/30/2014"," 1,473"
"Male","25-29","9/30/2014"," 6,242"
"Male","30-34","9/30/2014"," 10,530"
"Male","35-39","9/30/2014"," 11,000"
"Male","40-44","9/30/2014"," 14,045"
"Male","45-49","9/30/2014"," 17,347"
"Male","50-54","9/30/2014"," 21,189"
"Male","55-59","9/30/2014"," 25,114"
"Male","60-64","9/30/2014"," 30,414"
"Male","65-69","9/30/2014"," 51,312"
"Male","70-74","9/30/2014"," 33,852"
"Male","75-79","9/30/2014"," 24,360"
"Male","80-84","9/30/2014"," 20,705"
"Male","85+","9/30/2014"," 20,679"
"Male","20 <","9/30/2014"," 135"
"Male","20-24","9/30/2014"," 4,478"
"Male","25-29","9/30/2014"," 17,966"
"Male","30-34","9/30/2014"," 28,321"
"Male","35-39","9/30/2014"," 28,068"
"Male","40-44","9/30/2014"," 37,263"
"Male","45-49","9/30/2014"," 48,571"
"Male","50-54","9/30/2014"," 59,537"
"Male","55-59","9/30/2014"," 66,078"
"Male","60-64","9/30/2014"," 81,050"
"Male","65-69","9/30/2014"," 142,846"
"Male","70-74","9/30/2014"," 100,669"
"Male","75-79","9/30/2014"," 81,874"
"Male","80-84","9/30/2014"," 76,443"
"Male","85+","9/30/2014"," 74,155"
"Male","20 <","9/30/2014"," 15"
"Male","20-24","9/30/2014"," 521"
"Male","25-29","9/30/2014"," 2,001"
"Male","30-34","9/30/2014"," 2,900"
"Male","35-39","9/30/2014"," 2,655"
"Male","40-44","9/30/2014"," 3,426"
"Male","45-49","9/30/2014"," 4,663"
"Male","50-54","9/30/2014"," 6,482"
"Male","55-59","9/30/2014"," 8,142"
"Male","60-64","9/30/2014"," 9,125"
"Male","65-69","9/30/2014"," 14,884"
"Male","70-74","9/30/2014"," 10,850"
"Male","75-79","9/30/2014"," 9,384"
"Male","80-84","9/30/2014"," 8,701"
"Male","85+","9/30/2014"," 8,025"
"Male","20 <","9/30/2014"," 4"
"Male","20-24","9/30/2014"," 328"
"Male","25-29","9/30/2014"," 1,335"
"Male","30-34","9/30/2014"," 2,107"
"Male","35-39","9/30/2014"," 2,061"
"Male","40-44","9/30/2014"," 2,623"
"Male","45-49","9/30/2014"," 3,588"
"Male","50-54","9/30/2014"," 4,658"
"Male","55-59","9/30/2014"," 4,992"
"Male","60-64","9/30/2014"," 5,928"
"Male","65-69","9/30/2014"," 10,218"
"Male","70-74","9/30/2014"," 7,007"
"Male","75-79","9/30/2014"," 5,586"
"Male","80-84","9/30/2014"," 5,264"
"Male","85+","9/30/2014"," 5,456"
"Male","20 <","9/30/2014"," 109"
"Male","20-24","9/30/2014"," 2,816"
"Male","25-29","9/30/2014"," 11,245"
"Male","30-34","9/30/2014"," 16,992"
"Male","35-39","9/30/2014"," 16,563"
"Male","40-44","9/30/2014"," 21,576"
"Male","45-49","9/30/2014"," 27,825"
"Male","50-54","9/30/2014"," 32,949"
"Male","55-59","9/30/2014"," 34,533"
"Male","60-64","9/30/2014"," 37,156"
"Male","65-69","9/30/2014"," 58,915"
"Male","70-74","9/30/2014"," 38,192"
"Male","75-79","9/30/2014"," 28,612"
"Male","80-84","9/30/2014"," 24,698"
"Male","85+","9/30/2014"," 21,301"
"Male","20 <","9/30/2014"," 8"
"Male","20-24","9/30/2014"," 442"
"Male","25-29","9/30/2014"," 2,354"
"Male","30-34","9/30/2014"," 3,806"
"Male","35-39","9/30/2014"," 3,378"
"Male","40-44","9/30/2014"," 3,991"
"Male","45-49","9/30/2014"," 4,633"
"Male","50-54","9/30/2014"," 5,145"
"Male","55-59","9/30/2014"," 5,629"
"Male","60-64","9/30/2014"," 6,468"
"Male","65-69","9/30/2014"," 10,336"
"Male","70-74","9/30/2014"," 6,691"
"Male","75-79","9/30/2014"," 5,146"
"Male","80-84","9/30/2014"," 4,570"
"Male","85+","9/30/2014"," 4,266"
"Male","20 <","9/30/2014"," 50"
"Male","20-24","9/30/2014"," 2,217"
"Male","25-29","9/30/2014"," 10,251"
"Male","30-34","9/30/2014"," 16,749"
"Male","35-39","9/30/2014"," 17,973"
"Male","40-44","9/30/2014"," 25,176"
"Male","45-49","9/30/2014"," 33,019"
"Male","50-54","9/30/2014"," 40,011"
"Male","55-59","9/30/2014"," 43,293"
"Male","60-64","9/30/2014"," 48,112"
"Male","65-69","9/30/2014"," 77,180"
"Male","70-74","9/30/2014"," 50,671"
"Male","75-79","9/30/2014"," 38,057"
"Male","80-84","9/30/2014"," 32,718"
"Male","85+","9/30/2014"," 28,359"
"Male","20 <","9/30/2014"," 342"
"Male","20-24","9/30/2014"," 11,385"
"Male","25-29","9/30/2014"," 50,411"
"Male","30-34","9/30/2014"," 80,415"
"Male","35-39","9/30/2014"," 79,919"
"Male","40-44","9/30/2014"," 98,221"
"Male","45-49","9/30/2014"," 112,192"
"Male","50-54","9/30/2014"," 125,150"
"Male","55-59","9/30/2014"," 131,503"
"Male","60-64","9/30/2014"," 139,837"
"Male","65-69","9/30/2014"," 219,092"
"Male","70-74","9/30/2014"," 138,654"
"Male","75-79","9/30/2014"," 102,224"
"Male","80-84","9/30/2014"," 90,196"
"Male","85+","9/30/2014"," 84,264"
"Male","20 <","9/30/2014"," 29"
"Male","20-24","9/30/2014"," 1,162"
"Male","25-29","9/30/2014"," 5,055"
"Male","30-34","9/30/2014"," 8,605"
"Male","35-39","9/30/2014"," 7,989"
"Male","40-44","9/30/2014"," 8,688"
"Male","45-49","9/30/2014"," 9,733"
"Male","50-54","9/30/2014"," 10,583"
"Male","55-59","9/30/2014"," 11,080"
"Male","60-64","9/30/2014"," 12,090"
"Male","65-69","9/30/2014"," 19,368"
"Male","70-74","9/30/2014"," 12,540"
"Male","75-79","9/30/2014"," 9,925"
"Male","80-84","9/30/2014"," 9,620"
"Male","85+","9/30/2014"," 9,564"
"Male","20 <","9/30/2014"," 2"
"Male","20-24","9/30/2014"," 141"
"Male","25-29","9/30/2014"," 745"
"Male","30-34","9/30/2014"," 1,228"
"Male","35-39","9/30/2014"," 1,315"
"Male","40-44","9/30/2014"," 1,978"
"Male","45-49","9/30/2014"," 2,880"
"Male","50-54","9/30/2014"," 3,802"
"Male","55-59","9/30/2014"," 4,089"
"Male","60-64","9/30/2014"," 4,468"
"Male","65-69","9/30/2014"," 7,400"
"Male","70-74","9/30/2014"," 5,019"
"Male","75-79","9/30/2014"," 3,828"
"Male","80-84","9/30/2014"," 3,328"
"Male","85+","9/30/2014"," 3,106"
"Male","20 <","9/30/2014"," 219"
"Male","20-24","9/30/2014"," 7,295"
"Male","25-29","9/30/2014"," 30,554"
"Male","30-34","9/30/2014"," 46,264"
"Male","35-39","9/30/2014"," 43,072"
"Male","40-44","9/30/2014"," 51,657"
"Male","45-49","9/30/2014"," 62,563"
"Male","50-54","9/30/2014"," 71,777"
"Male","55-59","9/30/2014"," 68,889"
"Male","60-64","9/30/2014"," 64,306"
"Male","65-69","9/30/2014"," 92,466"
"Male","70-74","9/30/2014"," 56,337"
"Male","75-79","9/30/2014"," 41,210"
"Male","80-84","9/30/2014"," 36,527"
"Male","85+","9/30/2014"," 32,826"
"Male","20 <","9/30/2014"," 113"
"Male","20-24","9/30/2014"," 4,163"
"Male","25-29","9/30/2014"," 18,584"
"Male","30-34","9/30/2014"," 28,299"
"Male","35-39","9/30/2014"," 26,704"
"Male","40-44","9/30/2014"," 32,778"
"Male","45-49","9/30/2014"," 39,657"
"Male","50-54","9/30/2014"," 46,026"
"Male","55-59","9/30/2014"," 48,989"
"Male","60-64","9/30/2014"," 51,745"
"Male","65-69","9/30/2014"," 81,475"
"Male","70-74","9/30/2014"," 51,775"
"Male","75-79","9/30/2014"," 36,568"
"Male","80-84","9/30/2014"," 30,979"
"Male","85+","9/30/2014"," 30,165"
"Male","20 <","9/30/2014"," 23"
"Male","20-24","9/30/2014"," 888"
"Male","25-29","9/30/2014"," 4,112"
"Male","30-34","9/30/2014"," 6,801"
"Male","35-39","9/30/2014"," 6,851"
"Male","40-44","9/30/2014"," 8,457"
"Male","45-49","9/30/2014"," 10,055"
"Male","50-54","9/30/2014"," 11,508"
"Male","55-59","9/30/2014"," 12,656"
"Male","60-64","9/30/2014"," 15,501"
"Male","65-69","9/30/2014"," 26,242"
"Male","70-74","9/30/2014"," 17,329"
"Male","75-79","9/30/2014"," 13,066"
"Male","80-84","9/30/2014"," 11,594"
"Male","85+","9/30/2014"," 10,435"
"Male","20 <","9/30/2014"," 39"
"Male","20-24","9/30/2014"," 1,712"
"Male","25-29","9/30/2014"," 7,073"
"Male","30-34","9/30/2014"," 11,441"
"Male","35-39","9/30/2014"," 12,269"
"Male","40-44","9/30/2014"," 17,233"
"Male","45-49","9/30/2014"," 22,513"
"Male","50-54","9/30/2014"," 27,426"
"Male","55-59","9/30/2014"," 30,598"
"Male","60-64","9/30/2014"," 36,900"
"Male","65-69","9/30/2014"," 62,601"
"Male","70-74","9/30/2014"," 42,799"
"Male","75-79","9/30/2014"," 33,538"
"Male","80-84","9/30/2014"," 29,483"
"Male","85+","9/30/2014"," 26,453"
"Male","20 <","9/30/2014"," 8"
"Male","20-24","9/30/2014"," 544"
"Male","25-29","9/30/2014"," 2,238"
"Male","30-34","9/30/2014"," 3,560"
"Male","35-39","9/30/2014"," 3,313"
"Male","40-44","9/30/2014"," 3,581"
"Male","45-49","9/30/2014"," 3,895"
"Male","50-54","9/30/2014"," 4,255"
"Male","55-59","9/30/2014"," 4,411"
"Male","60-64","9/30/2014"," 4,769"
"Male","65-69","9/30/2014"," 7,412"
"Male","70-74","9/30/2014"," 4,638"
"Male","75-79","9/30/2014"," 3,218"
"Male","80-84","9/30/2014"," 2,625"
"Male","85+","9/30/2014"," 2,341"
"Female","20 <","9/30/2014"," 24"
"Female","20-24","9/30/2014"," 739"
"Female","25-29","9/30/2014"," 2,139"
"Female","30-34","9/30/2014"," 4,191"
"Female","35-39","9/30/2014"," 5,281"
"Female","40-44","9/30/2014"," 6,762"
"Female","45-49","9/30/2014"," 7,192"
"Female","50-54","9/30/2014"," 6,718"
"Female","55-59","9/30/2014"," 5,184"
"Female","60-64","9/30/2014"," 3,566"
"Female","65-69","9/30/2014"," 2,187"
"Female","70-74","9/30/2014"," 1,237"
"Female","75-79","9/30/2014"," 812"
"Female","80-84","9/30/2014"," 707"
"Female","85+","9/30/2014"," 973"
"Female","20 <","9/30/2014"," 9"
"Female","20-24","9/30/2014"," 324"
"Female","25-29","9/30/2014"," 1,140"
"Female","30-34","9/30/2014"," 1,759"
"Female","35-39","9/30/2014"," 1,575"
"Female","40-44","9/30/2014"," 1,734"
"Female","45-49","9/30/2014"," 1,746"
"Female","50-54","9/30/2014"," 1,466"
"Female","55-59","9/30/2014"," 1,075"
"Female","60-64","9/30/2014"," 728"
"Female","65-69","9/30/2014"," 468"
"Female","70-74","9/30/2014"," 197"
"Female","75-79","9/30/2014"," 93"
"Female","80-84","9/30/2014"," 67"
"Female","85+","9/30/2014"," 88"
"Female","20 <","9/30/2014"," 42"
"Female","20-24","9/30/2014"," 1,026"
"Female","25-29","9/30/2014"," 3,385"
"Female","30-34","9/30/2014"," 5,830"
"Female","35-39","9/30/2014"," 6,297"
"Female","40-44","9/30/2014"," 7,300"
"Female","45-49","9/30/2014"," 7,800"
"Female","50-54","9/30/2014"," 7,665"
"Female","55-59","9/30/2014"," 6,229"
"Female","60-64","9/30/2014"," 4,583"
"Female","65-69","9/30/2014"," 3,414"
"Female","70-74","9/30/2014"," 2,078"
"Female","75-79","9/30/2014"," 1,384"
"Female","80-84","9/30/2014"," 1,138"
"Female","85+","9/30/2014"," 1,840"
"Female","20 <","9/30/2014"," 14"
"Female","20-24","9/30/2014"," 379"
"Female","25-29","9/30/2014"," 1,184"
"Female","30-34","9/30/2014"," 2,147"
"Female","35-39","9/30/2014"," 2,619"
"Female","40-44","9/30/2014"," 3,183"
"Female","45-49","9/30/2014"," 3,362"
"Female","50-54","9/30/2014"," 3,247"
"Female","55-59","9/30/2014"," 2,633"
"Female","60-64","9/30/2014"," 1,950"
"Female","65-69","9/30/2014"," 1,336"
"Female","70-74","9/30/2014"," 833"
"Female","75-79","9/30/2014"," 523"
"Female","80-84","9/30/2014"," 440"
"Female","85+","9/30/2014"," 649"
"Female","20 <","9/30/2014"," 144"
"Female","20-24","9/30/2014"," 4,037"
"Female","25-29","9/30/2014"," 11,572"
"Female","30-34","9/30/2014"," 19,990"
"Female","35-39","9/30/2014"," 20,601"
"Female","40-44","9/30/2014"," 21,633"
"Female","45-49","9/30/2014"," 22,312"
"Female","50-54","9/30/2014"," 22,017"
"Female","55-59","9/30/2014"," 18,211"
"Female","60-64","9/30/2014"," 13,565"
"Female","65-69","9/30/2014"," 9,002"
"Female","70-74","9/30/2014"," 5,640"
"Female","75-79","9/30/2014"," 4,083"
"Female","80-84","9/30/2014"," 3,710"
"Female","85+","9/30/2014"," 7,741"
"Female","20 <","9/30/2014"," 18"
"Female","20-24","9/30/2014"," 582"
"Female","25-29","9/30/2014"," 1,929"
"Female","30-34","9/30/2014"," 3,708"
"Female","35-39","9/30/2014"," 4,938"
"Female","40-44","9/30/2014"," 6,620"
"Female","45-49","9/30/2014"," 7,129"
"Female","50-54","9/30/2014"," 6,763"
"Female","55-59","9/30/2014"," 5,392"
"Female","60-64","9/30/2014"," 3,830"
"Female","65-69","9/30/2014"," 2,493"
"Female","70-74","9/30/2014"," 1,253"
"Female","75-79","9/30/2014"," 761"
"Female","80-84","9/30/2014"," 643"
"Female","85+","9/30/2014"," 1,206"
"Female","20 <","9/30/2014"," 10"
"Female","20-24","9/30/2014"," 255"
"Female","25-29","9/30/2014"," 644"
"Female","30-34","9/30/2014"," 1,251"
"Female","35-39","9/30/2014"," 1,500"
"Female","40-44","9/30/2014"," 1,766"
"Female","45-49","9/30/2014"," 2,005"
"Female","50-54","9/30/2014"," 2,158"
"Female","55-59","9/30/2014"," 1,854"
"Female","60-64","9/30/2014"," 1,417"
"Female","65-69","9/30/2014"," 858"
"Female","70-74","9/30/2014"," 578"
"Female","75-79","9/30/2014"," 408"
"Female","80-84","9/30/2014"," 353"
"Female","85+","9/30/2014"," 893"
"Female","20 <","9/30/2014"," 2"
"Female","20-24","9/30/2014"," 65"
"Female","25-29","9/30/2014"," 216"
"Female","30-34","9/30/2014"," 451"
"Female","35-39","9/30/2014"," 629"
"Female","40-44","9/30/2014"," 1,027"
"Female","45-49","9/30/2014"," 1,237"
"Female","50-54","9/30/2014"," 1,277"
"Female","55-59","9/30/2014"," 990"
"Female","60-64","9/30/2014"," 650"
"Female","65-69","9/30/2014"," 405"
"Female","70-74","9/30/2014"," 260"
"Female","75-79","9/30/2014"," 162"
"Female","80-84","9/30/2014"," 142"
"Female","85+","9/30/2014"," 192"
"Female","20 <","9/30/2014","0"
"Female","20-24","9/30/2014"," 34"
"Female","25-29","9/30/2014"," 71"
"Female","30-34","9/30/2014"," 307"
"Female","35-39","9/30/2014"," 468"
"Female","40-44","9/30/2014"," 559"
"Female","45-49","9/30/2014"," 551"
"Female","50-54","9/30/2014"," 520"
"Female","55-59","9/30/2014"," 430"
"Female","60-64","9/30/2014"," 313"
"Female","65-69","9/30/2014"," 262"
"Female","70-74","9/30/2014"," 148"
"Female","75-79","9/30/2014"," 93"
"Female","80-84","9/30/2014"," 75"
"Female","85+","9/30/2014"," 140"
"Female","20 <","9/30/2014"," 80"
"Female","20-24","9/30/2014"," 2,139"
"Female","25-29","9/30/2014"," 6,640"
"Female","30-34","9/30/2014"," 13,480"
"Female","35-39","9/30/2014"," 16,900"
"Female","40-44","9/30/2014"," 21,804"
"Female","45-49","9/30/2014"," 24,682"
"Female","50-54","9/30/2014"," 24,392"
"Female","55-59","9/30/2014"," 18,993"
"Female","60-64","9/30/2014"," 12,951"
"Female","65-69","9/30/2014"," 8,296"
"Female","70-74","9/30/2014"," 4,954"
"Female","75-79","9/30/2014"," 3,481"
"Female","80-84","9/30/2014"," 2,989"
"Female","85+","9/30/2014"," 5,683"
"Female","20 <","9/30/2014"," 5"
"Female","20-24","9/30/2014"," 145"
"Female","25-29","9/30/2014"," 522"
"Female","30-34","9/30/2014"," 1,048"
"Female","35-39","9/30/2014"," 1,287"
"Female","40-44","9/30/2014"," 1,425"
"Female","45-49","9/30/2014"," 1,309"
"Female","50-54","9/30/2014"," 1,079"
"Female","55-59","9/30/2014"," 691"
"Female","60-64","9/30/2014"," 374"
"Female","65-69","9/30/2014"," 97"
"Female","70-74","9/30/2014"," 76"
"Female","75-79","9/30/2014"," 34"
"Female","80-84","9/30/2014"," 11"
"Female","85+","9/30/2014"," 28"
"Female","20 <","9/30/2014"," 72"
"Female","20-24","9/30/2014"," 1,964"
"Female","25-29","9/30/2014"," 6,227"
"Female","30-34","9/30/2014"," 11,145"
"Female","35-39","9/30/2014"," 12,721"
"Female","40-44","9/30/2014"," 15,772"
"Female","45-49","9/30/2014"," 16,852"
"Female","50-54","9/30/2014"," 15,231"
"Female","55-59","9/30/2014"," 11,050"
"Female","60-64","9/30/2014"," 7,141"
"Female","65-69","9/30/2014"," 4,235"
"Female","70-74","9/30/2014"," 2,163"
"Female","75-79","9/30/2014"," 1,379"
"Female","80-84","9/30/2014"," 1,148"
"Female","85+","9/30/2014"," 1,619"
"Female","20 <","9/30/2014"," 17"
"Female","20-24","9/30/2014"," 526"
"Female","25-29","9/30/2014"," 1,484"
"Female","30-34","9/30/2014"," 2,198"
"Female","35-39","9/30/2014"," 1,882"
"Female","40-44","9/30/2014"," 1,750"
"Female","45-49","9/30/2014"," 1,654"
"Female","50-54","9/30/2014"," 1,499"
"Female","55-59","9/30/2014"," 1,178"
"Female","60-64","9/30/2014"," 804"
"Female","65-69","9/30/2014"," 455"
"Female","70-74","9/30/2014"," 331"
"Female","75-79","9/30/2014"," 266"
"Female","80-84","9/30/2014"," 225"
"Female","85+","9/30/2014"," 287"
"Female","20 <","9/30/2014"," 19"
"Female","20-24","9/30/2014"," 319"
"Female","25-29","9/30/2014"," 771"
"Female","30-34","9/30/2014"," 1,412"
"Female","35-39","9/30/2014"," 1,662"
"Female","40-44","9/30/2014"," 1,873"
"Female","45-49","9/30/2014"," 1,798"
"Female","50-54","9/30/2014"," 1,685"
"Female","55-59","9/30/2014"," 1,366"
"Female","60-64","9/30/2014"," 969"
"Female","65-69","9/30/2014"," 553"
"Female","70-74","9/30/2014"," 345"
"Female","75-79","9/30/2014"," 253"
"Female","80-84","9/30/2014"," 221"
"Female","85+","9/30/2014"," 352"
"Female","20 <","9/30/2014"," 57"
"Female","20-24","9/30/2014"," 1,459"
"Female","25-29","9/30/2014"," 4,118"
"Female","30-34","9/30/2014"," 7,166"
"Female","35-39","9/30/2014"," 7,970"
"Female","40-44","9/30/2014"," 9,177"
"Female","45-49","9/30/2014"," 9,242"
"Female","50-54","9/30/2014"," 8,350"
"Female","55-59","9/30/2014"," 6,408"
"Female","60-64","9/30/2014"," 4,753"
"Female","65-69","9/30/2014"," 2,668"
"Female","70-74","9/30/2014"," 1,842"
"Female","75-79","9/30/2014"," 1,381"
"Female","80-84","9/30/2014"," 1,214"
"Female","85+","9/30/2014"," 2,189"
"Female","20 <","9/30/2014"," 29"
"Female","20-24","9/30/2014"," 558"
"Female","25-29","9/30/2014"," 1,206"
"Female","30-34","9/30/2014"," 2,476"
"Female","35-39","9/30/2014"," 3,733"
"Female","40-44","9/30/2014"," 5,165"
"Female","45-49","9/30/2014"," 5,722"
"Female","50-54","9/30/2014"," 5,577"
"Female","55-59","9/30/2014"," 4,433"
"Female","60-64","9/30/2014"," 3,232"
"Female","65-69","9/30/2014"," 1,804"
"Female","70-74","9/30/2014"," 1,279"
"Female","75-79","9/30/2014"," 974"
"Female","80-84","9/30/2014"," 869"
"Female","85+","9/30/2014"," 1,210"
"Female","20 <","9/30/2014"," 11"
"Female","20-24","9/30/2014"," 394"
"Female","25-29","9/30/2014"," 1,064"
"Female","30-34","9/30/2014"," 1,765"
"Female","35-39","9/30/2014"," 1,893"
"Female","40-44","9/30/2014"," 2,177"
"Female","45-49","9/30/2014"," 2,308"
"Female","50-54","9/30/2014"," 2,277"
"Female","55-59","9/30/2014"," 1,863"
"Female","60-64","9/30/2014"," 1,431"
"Female","65-69","9/30/2014"," 733"
"Female","70-74","9/30/2014"," 527"
"Female","75-79","9/30/2014"," 429"
"Female","80-84","9/30/2014"," 414"
"Female","85+","9/30/2014"," 713"
"Female","20 <","9/30/2014"," 5"
"Female","20-24","9/30/2014"," 134"
"Female","25-29","9/30/2014"," 363"
"Female","30-34","9/30/2014"," 447"
"Female","35-39","9/30/2014"," 369"
"Female","40-44","9/30/2014"," 334"
"Female","45-49","9/30/2014"," 315"
"Female","50-54","9/30/2014"," 284"
"Female","55-59","9/30/2014"," 210"
"Female","60-64","9/30/2014"," 140"
"Female","65-69","9/30/2014"," 93"
"Female","70-74","9/30/2014"," 46"
"Female","75-79","9/30/2014"," 22"
"Female","80-84","9/30/2014"," 11"
"Female","85+","9/30/2014"," 10"
"Female","20 <","9/30/2014"," 18"
"Female","20-24","9/30/2014"," 597"
"Female","25-29","9/30/2014"," 1,975"
"Female","30-34","9/30/2014"," 3,101"
"Female","35-39","9/30/2014"," 2,731"
"Female","40-44","9/30/2014"," 2,855"
"Female","45-49","9/30/2014"," 3,081"
"Female","50-54","9/30/2014"," 2,948"
"Female","55-59","9/30/2014"," 2,317"
"Female","60-64","9/30/2014"," 1,687"
"Female","65-69","9/30/2014"," 976"
"Female","70-74","9/30/2014"," 621"
"Female","75-79","9/30/2014"," 452"
"Female","80-84","9/30/2014"," 377"
"Female","85+","9/30/2014"," 604"
"Female","20 <","9/30/2014"," 24"
"Female","20-24","9/30/2014"," 622"
"Female","25-29","9/30/2014"," 1,792"
"Female","30-34","9/30/2014"," 3,042"
"Female","35-39","9/30/2014"," 3,214"
"Female","40-44","9/30/2014"," 3,926"
"Female","45-49","9/30/2014"," 4,413"
"Female","50-54","9/30/2014"," 4,321"
"Female","55-59","9/30/2014"," 3,379"
"Female","60-64","9/30/2014"," 2,428"
"Female","65-69","9/30/2014"," 1,387"
"Female","70-74","9/30/2014"," 848"
"Female","75-79","9/30/2014"," 604"
"Female","80-84","9/30/2014"," 560"
"Female","85+","9/30/2014"," 802"
"Female","20 <","9/30/2014"," 26"
"Female","20-24","9/30/2014"," 633"
"Female","25-29","9/30/2014"," 1,824"
"Female","30-34","9/30/2014"," 3,406"
"Female","35-39","9/30/2014"," 3,975"
"Female","40-44","9/30/2014"," 4,755"
"Female","45-49","9/30/2014"," 4,792"
"Female","50-54","9/30/2014"," 4,256"
"Female","55-59","9/30/2014"," 3,305"
"Female","60-64","9/30/2014"," 2,381"
"Female","65-69","9/30/2014"," 1,438"
"Female","70-74","9/30/2014"," 891"
"Female","75-79","9/30/2014"," 600"
"Female","80-84","9/30/2014"," 519"
"Female","85+","9/30/2014"," 779"
"Female","20 <","9/30/2014"," 6"
"Female","20-24","9/30/2014"," 104"
"Female","25-29","9/30/2014"," 279"
"Female","30-34","9/30/2014"," 595"
"Female","35-39","9/30/2014"," 867"
"Female","40-44","9/30/2014"," 1,190"
"Female","45-49","9/30/2014"," 1,459"
"Female","50-54","9/30/2014"," 1,589"
"Female","55-59","9/30/2014"," 1,328"
"Female","60-64","9/30/2014"," 999"
"Female","65-69","9/30/2014"," 662"
"Female","70-74","9/30/2014"," 455"
"Female","75-79","9/30/2014"," 375"
"Female","80-84","9/30/2014"," 339"
"Female","85+","9/30/2014"," 492"
"Female","20 <","9/30/2014"," 28"
"Female","20-24","9/30/2014"," 851"
"Female","25-29","9/30/2014"," 3,100"
"Female","30-34","9/30/2014"," 6,292"
"Female","35-39","9/30/2014"," 7,447"
"Female","40-44","9/30/2014"," 9,131"
"Female","45-49","9/30/2014"," 10,189"
"Female","50-54","9/30/2014"," 9,614"
"Female","55-59","9/30/2014"," 6,974"
"Female","60-64","9/30/2014"," 4,404"
"Female","65-69","9/30/2014"," 2,709"
"Female","70-74","9/30/2014"," 1,334"
"Female","75-79","9/30/2014"," 842"
"Female","80-84","9/30/2014"," 747"
"Female","85+","9/30/2014"," 1,251"
"Female","20 <","9/30/2014"," 28"
"Female","20-24","9/30/2014"," 682"
"Female","25-29","9/30/2014"," 2,284"
